length_of_association,Income,total_amount_spend
95,77766.0,1529.0
88,74716.0,860.0
87,68118.0,928.0
102,55158.0,418.0
102,62972.0,587.0
80,74190.0,641.0
82,39356.0,23.0
89,76653.0,1778.25
80,35860.0,49.0
92,84130.0,1778.25
86,73450.0,1778.25
91,31454.0,48.0
83,47139.0,83.0
88,83829.0,1778.25
100,53378.0,793.0
96,19656.0,84.0
89,45579.0,183.0
79,84130.0,1383.0
82,55956.0,999.0
96,64191.0,825.0
101,38808.0,246.0
94,57183.0,610.0
98,23748.0,76.0
95,66303.0,1286.0
85,37368.0,30.0
97,40800.0,99.0
100,71847.0,1192.0
86,46149.0,362.0
102,78687.0,1778.25
101,49118.0,1229.0
100,37633.0,38.0
90,39767.0,485.0
99,26997.0,434.0
94,33986.0,44.0
98,57091.0,496.0
92,46831.0,78.0
96,83151.0,1778.25
97,52531.0,794.0
89,18985.5,22.0
90,22804.0,26.0
82,43050.0,76.0
86,42997.0,22.0
81,48918.0,62.0
82,60033.0,198.0
87,34043.0,49.0
91,57811.0,802.0
83,78569.0,1736.0
97,18985.5,57.0
92,84130.0,59.0
95,84130.0,1778.25
83,23148.0,37.0
95,44267.0,310.0
99,71626.0,1305.0
91,60894.0,832.0
94,50200.0,401.0
80,81051.0,1501.0
84,65169.0,1189.0
90,59868.0,1194.0
84,65695.0,656.0
98,64857.0,1540.0
89,45143.0,311.0
87,74805.0,820.0
84,59060.0,274.0
93,27238.0,57.0
88,47009.0,448.0
79,46094.0,44.0
90,40321.0,102.0
84,37235.0,61.0
93,81843.0,1643.0
92,46692.0,397.0
85,77382.0,1121.0
101,37774.0,473.0
82,18985.5,50.0
95,72828.0,1678.0
81,24711.0,58.0
88,45503.0,170.0
85,18985.5,373.0
86,71604.0,1196.0
83,27244.0,101.0
98,48752.0,316.0
88,71434.0,1400.0
90,84130.0,1424.0
101,84130.0,844.0
88,51948.0,311.0
93,71853.0,1149.0
81,35876.0,129.0
87,40049.0,32.0
102,39660.0,299.0
80,50127.0,320.0
98,43263.0,441.0
100,62845.0,1178.0
95,18985.5,85.0
94,24367.0,24.0
95,33249.0,112.0
96,26887.0,30.0
91,50150.0,410.0
89,62061.0,800.0
93,84130.0,1313.0
94,76542.0,1483.0
87,70515.0,1258.0
99,18985.5,28.0
84,69139.0,227.0
99,69109.0,1555.0
94,69627.0,861.0
93,38136.0,103.0
81,62159.0,634.0
85,80695.0,1778.25
88,33316.0,131.0
100,58554.0,586.0
86,18985.5,62.0
92,53034.0,447.0
102,52203.0,939.0
90,59601.0,797.0
101,75154.0,1143.0
87,47025.0,415.0
86,37971.0,30.0
85,41335.0,187.0
80,67267.0,251.0
81,57338.0,237.0
85,50523.0,91.0
93,35791.0,35.0
100,50611.0,493.0
95,56242.0,971.0
98,48904.0,371.0
85,56243.0,396.0
89,21355.0,68.0
91,57420.0,322.0
81,46390.0,222.0
91,54342.0,177.0
100,20895.0,45.0
84,84130.0,1778.25
89,26907.0,22.0
97,44964.0,41.0
81,75507.0,1440.0
87,53761.0,325.0
88,22682.0,95.0
83,38887.0,42.0
99,41658.0,72.0
80,29791.0,22.0
90,63915.0,789.0
80,39996.0,22.0
83,26759.0,59.0
93,63841.0,908.0
98,51039.0,417.0
101,60544.0,289.0
82,65685.0,769.0
81,37716.0,188.0
102,36864.0,354.0
100,44511.0,727.0
102,36947.0,146.0
94,47352.0,319.0
85,67087.0,794.0
101,57045.0,454.0
101,36957.0,152.0
100,69389.0,797.0
92,80134.0,1690.0
83,43142.0,22.0
84,80589.0,1428.0
95,34412.0,209.0
92,57537.0,545.0
96,22634.0,96.0
83,51315.0,222.0
82,36026.0,61.0
84,24639.0,44.0
81,34578.0,22.0
87,65704.0,817.0
99,63810.0,1371.0
83,54132.0,42.0
97,18985.5,60.0
93,28164.0,78.0
93,34596.0,23.0
88,43269.0,22.0
82,38741.0,61.0
95,31907.0,449.0
94,27100.0,37.0
83,31163.0,38.0
85,84130.0,1131.0
85,34853.0,34.0
87,70844.0,294.0
93,31086.0,48.0
101,60544.0,289.0
96,20491.0,30.0
81,42523.0,125.0
95,39922.0,156.0
90,33402.0,70.0
88,36408.0,22.0
101,21645.0,65.0
99,78427.0,1778.25
88,82657.0,1778.25
87,51876.0,310.0
97,78041.0,1319.0
98,52852.0,879.0
87,70038.0,1244.0
82,69401.0,690.0
95,46053.0,209.0
79,77343.0,1134.0
86,73892.0,1507.0
88,40304.0,57.0
101,32727.0,529.0
79,68695.0,1091.0
100,43300.0,180.0
97,26290.0,77.0
83,84130.0,1778.25
101,38410.0,534.0
84,64866.0,556.0
89,57957.0,637.0
81,46015.0,46.0
79,18985.5,44.0
91,28072.0,47.0
91,49476.0,795.0
95,50725.0,586.0
93,83844.0,1574.0
83,41145.0,22.0
96,67419.0,1471.0
85,23162.0,65.0
93,34380.0,175.0
93,34704.0,40.0
101,84130.0,1078.0
98,65148.0,1115.0
95,39898.0,134.0
98,64857.0,1540.0
87,59892.0,87.0
87,41020.0,217.0
84,57072.0,1034.0
94,60474.0,1180.0
101,62807.0,819.0
87,19414.0,32.0
89,19107.0,46.0
102,75484.0,1159.0
95,70379.0,860.0
79,79419.0,1631.0
79,64014.0,444.0
97,76998.0,1778.25
86,49854.0,380.0
91,60585.0,736.0
96,42873.0,269.0
90,84130.0,1778.25
88,57867.0,612.0
85,35765.0,75.0
84,65492.0,1045.0
86,32952.0,55.0
101,53374.0,1064.0
99,71706.0,1443.0
96,68487.0,1366.0
96,53253.0,436.0
83,31163.0,38.0
101,42014.0,436.0
99,54108.0,747.0
101,49667.0,1396.0
82,63206.0,928.0
91,57136.0,642.0
99,46772.0,1048.0
87,78931.0,943.0
92,53977.0,907.0
84,84130.0,1198.0
101,46098.0,120.0
98,73538.0,1658.0
81,79529.0,1638.0
93,20981.0,73.0
82,51766.0,275.0
98,55759.0,854.0
89,33039.0,78.0
88,37787.0,106.0
99,27242.0,106.0
92,84130.0,1778.25
92,69930.0,1662.0
83,37697.0,84.0
81,37401.0,48.0
93,18985.5,22.0
98,58597.0,733.0
82,82032.0,1234.0
98,28087.0,112.0
83,74004.0,1658.0
94,19740.0,55.0
98,57036.0,1513.0
92,53083.0,271.0
79,69283.0,904.0
101,46098.0,120.0
101,23331.0,103.0
100,23331.0,269.0
85,18985.5,22.0
86,67786.0,1156.0
99,71969.0,1086.0
97,59235.0,1128.0
82,31928.0,72.0
95,74881.0,964.0
98,65819.0,1383.0
92,51411.0,22.0
101,51983.0,793.0
96,42386.0,100.0
89,30390.0,80.0
99,30983.0,167.0
96,66033.0,677.0
94,37284.0,23.0
87,57530.0,92.0
83,76800.0,641.0
101,63943.0,1106.0
80,76081.0,1033.0
102,67445.0,1174.0
88,37054.0,25.0
99,47175.0,240.0
91,31859.0,22.0
96,27215.0,102.0
90,70179.0,1034.0
95,39922.0,156.0
87,49681.0,458.0
99,24645.0,22.0
79,79865.0,792.0
79,44322.0,92.0
96,47958.0,407.0
98,63972.0,1269.0
81,75315.0,841.0
100,55517.0,633.0
94,75283.0,1019.0
98,82800.0,1315.0
99,38998.0,54.0
83,84130.0,1778.25
87,27161.0,52.0
101,42014.0,436.0
94,38201.0,268.0
82,45203.0,147.0
81,81574.0,1778.25
91,34935.0,137.0
96,60482.0,507.0
84,34633.0,22.0
85,78093.0,1105.0
86,82460.0,974.0
81,45903.0,66.0
83,81361.0,778.0
80,35860.0,49.0
101,40442.0,169.0
79,61482.0,299.0
94,34968.0,221.0
85,75794.0,1682.0
98,31497.0,155.0
95,74268.0,892.0
101,18985.5,58.0
89,45143.0,311.0
82,52569.0,95.0
99,48432.0,424.0
83,18985.5,47.0
87,36108.0,339.0
100,76445.0,1410.0
81,36663.0,35.0
91,53843.0,562.0
100,84130.0,1778.25
92,70638.0,1334.0
89,44512.0,32.0
83,27116.0,41.0
90,54072.0,39.0
96,71855.0,1141.0
94,51250.0,710.0
82,60432.0,401.0
81,65526.0,506.0
102,68655.0,1538.0
98,18985.5,57.0
89,64509.0,1722.0
90,33955.0,270.0
85,31353.0,31.0
88,55434.0,882.0
87,28359.0,22.0
80,57100.0,311.0
84,69139.0,227.0
99,52973.0,1152.0
89,51717.0,122.0
97,18985.5,77.0
100,66664.0,1289.0
96,50664.0,561.0
96,54414.0,211.0
83,54549.0,233.0
101,47111.0,1092.0
94,41003.0,601.0
83,19444.0,54.0
87,36301.0,78.0
89,73059.0,1095.0
87,42731.0,244.0
82,52854.0,116.0
91,22775.0,22.0
88,46681.0,425.0
94,59821.0,734.0
91,50002.0,638.0
88,69755.0,894.0
79,44078.0,41.0
91,30560.0,31.0
82,35924.0,34.0
88,64140.0,1750.0
99,56386.0,612.0
85,24594.0,29.0
81,75774.0,823.0
93,39228.0,22.0
85,58494.0,396.0
79,58684.0,813.0
92,57136.0,1179.0
81,56551.0,138.0
83,22448.0,55.0
101,82014.0,1511.0
101,34213.0,117.0
93,84130.0,1730.0
90,25358.0,32.0
83,35544.0,67.0
92,36634.0,335.0
84,62670.0,825.0
90,50334.0,694.0
79,72066.0,1778.25
93,50729.0,496.0
92,34916.0,231.0
80,64892.0,902.0
84,43602.0,68.0
88,33996.0,71.0
91,41473.0,76.0
89,63246.0,772.0
85,36732.0,47.0
86,69084.0,1586.0
95,77766.0,1529.0
90,37929.0,265.0
89,84130.0,1603.0
97,80141.0,1778.25
92,72635.0,981.0
98,69016.0,1533.0
98,20193.0,82.0
94,27573.0,244.0
91,18985.5,36.0
95,49544.0,404.0
84,33228.0,71.0
88,70440.0,1572.0
84,38232.0,122.0
99,22554.0,41.0
80,23536.0,22.0
87,49413.0,304.0
82,42231.0,37.0
102,78789.0,1754.0
90,56534.0,815.0
97,58350.0,1001.0
90,81217.0,1157.0
90,49090.0,688.0
91,61787.0,1319.0
95,18985.5,22.0
101,24336.0,31.0
97,18985.5,67.0
92,62335.0,708.0
100,42033.0,25.0
95,84130.0,746.0
100,41437.0,32.0
83,73705.0,1695.0
101,61064.0,1080.0
82,38452.0,72.0
86,18985.5,57.0
82,55012.0,660.0
100,18985.5,103.0
88,38175.0,153.0
100,58656.0,1220.0
101,52117.0,279.0
85,64813.0,745.0
83,54222.0,264.0
79,83512.0,1778.25
89,77520.0,1526.0
94,41154.0,69.0
99,80398.0,1597.0
80,18985.5,64.0
99,35196.0,497.0
92,60230.0,1067.0
80,22108.0,31.0
89,44392.0,211.0
98,55424.0,877.0
96,18985.5,22.0
93,84130.0,1778.25
85,84130.0,1778.25
82,82571.0,1686.0
84,38513.0,324.0
81,18985.5,69.0
99,42586.0,252.0
97,23529.0,54.0
95,74881.0,964.0
95,71107.0,1327.0
82,46910.0,68.0
97,18985.5,60.0
93,37244.0,55.0
82,82427.0,1456.0
93,75342.0,563.0
95,70044.0,1504.0
81,79146.0,564.0
86,77437.0,1125.0
80,54984.0,358.0
85,42403.0,42.0
81,55761.0,184.0
93,37292.0,460.0
80,45576.0,145.0
96,70321.0,1376.0
96,58086.0,792.0
99,81795.0,1382.0
98,28389.0,28.0
88,66835.0,1033.0
92,69901.0,882.0
95,80360.0,1778.25
99,63342.0,1101.0
101,44989.0,369.0
83,31859.0,48.0
95,51569.0,467.0
97,30372.0,44.0
94,18985.5,38.0
87,41120.0,81.0
90,39763.0,167.0
80,38725.0,45.0
92,77981.0,664.0
88,62905.0,622.0
95,18985.5,48.0
87,59481.0,461.0
89,72117.0,1073.0
89,21955.0,55.0
94,67131.0,976.0
79,36802.0,22.0
93,71853.0,1149.0
79,28249.0,43.0
87,47808.0,224.0
100,25509.0,101.0
93,51012.0,209.0
100,70596.0,968.0
92,84130.0,1165.0
82,42664.0,24.0
99,42586.0,252.0
101,29760.0,165.0
100,28973.0,269.0
90,39435.0,102.0
90,65370.0,461.0
97,20194.0,47.0
83,42473.0,144.0
100,64590.0,1338.0
86,71232.0,917.0
97,34600.0,318.0
99,46904.0,253.0
100,49094.0,502.0
85,36075.0,119.0
101,60839.0,1250.0
87,77298.0,969.0
90,34026.0,76.0
81,48918.0,62.0
89,82122.0,1382.0
83,37697.0,84.0
90,34074.0,255.0
91,28520.0,43.0
88,62535.0,398.0
81,36273.0,76.0
80,63404.0,902.0
81,75774.0,823.0
79,78416.0,1179.0
100,75702.0,1778.25
93,59385.0,185.0
94,37070.0,433.0
84,44689.0,34.0
92,53977.0,907.0
86,18985.5,416.0
92,18985.5,44.0
81,84130.0,1588.0
99,63159.0,1778.25
100,37758.0,40.0
98,46757.0,1143.0
79,79734.0,914.0
96,63207.0,1502.0
95,72071.0,1338.0
90,21840.0,27.0
88,58582.0,763.0
90,72282.0,1331.0
89,50387.0,525.0
79,32583.0,22.0
82,62568.0,953.0
87,44635.0,68.0
88,33316.0,131.0
90,63967.0,882.0
101,52513.0,1149.0
88,25293.0,37.0
89,54111.0,388.0
95,78394.0,1428.0
92,80739.0,1633.0
92,22669.0,173.0
88,29236.0,99.0
94,44911.0,215.0
95,54693.0,929.0
82,48186.0,219.0
88,54809.0,174.0
98,41580.0,92.0
89,80336.0,1052.0
94,47743.0,275.0
102,62972.0,587.0
100,57333.0,1662.0
96,32313.0,159.0
92,84130.0,1024.0
81,27071.0,35.0
89,68148.0,1042.0
86,65735.0,395.0
101,84130.0,557.0
79,18985.5,22.0
91,30093.0,69.0
84,57705.0,486.0
84,25008.0,34.0
100,83257.0,1365.0
92,22280.0,22.0
99,72159.0,1401.0
97,64260.0,1574.0
88,82733.0,1323.0
89,74290.0,1217.0
98,58217.0,103.0
91,21024.0,84.0
96,70116.0,1536.0
100,54006.0,581.0
99,69063.0,928.0
85,18985.5,22.0
90,61825.0,424.0
87,70886.0,960.0
99,69109.0,1555.0
100,60208.0,656.0
89,32889.0,55.0
80,34738.0,22.0
100,30538.0,367.0
82,82326.0,1778.25
83,26642.0,42.0
91,69932.0,1049.0
81,44503.0,48.0
97,60200.0,685.0
81,49638.0,39.0
83,23830.0,43.0
101,33051.0,835.0
84,72905.0,1515.0
95,69702.0,1039.0
90,70300.0,1596.0
99,70643.0,1778.25
81,30396.0,34.0
81,50616.0,149.0
92,62772.0,946.0
80,30298.0,28.0
99,52413.0,450.0
84,44155.0,46.0
87,84130.0,1702.0
89,76532.0,820.0
95,42081.0,382.0
101,67546.0,1778.25
81,84130.0,1778.25
96,31158.0,72.0
80,61671.0,732.0
80,69719.0,801.0
87,49160.0,236.0
101,24882.0,80.0
82,84130.0,1685.0
80,84130.0,277.0
91,59292.0,507.0
95,45759.0,68.0
81,22148.0,49.0
82,73395.0,397.0
87,29819.0,39.0
84,45688.0,306.0
93,62820.0,976.0
89,60491.0,1028.0
84,33235.0,70.0
94,35701.0,46.0
88,31535.0,51.0
81,84130.0,1263.0
99,67384.0,1490.0
100,80573.0,1564.0
101,77870.0,1778.25
96,52278.0,1198.0
101,57107.0,416.0
95,18985.5,85.0
92,36038.0,47.0
95,20180.0,137.0
97,34230.0,22.0
79,31878.0,70.0
84,70932.0,909.0
99,84130.0,1676.0
88,77598.0,1735.0
97,80982.0,1191.0
89,22701.0,24.0
98,55212.0,1182.0
91,70617.0,1280.0
99,64849.0,1336.0
91,62694.0,749.0
86,61917.0,91.0
88,67472.0,414.0
85,21059.0,44.0
82,29543.0,63.0
94,75903.0,901.0
101,34984.0,38.0
95,54998.0,455.0
98,54356.0,775.0
82,34242.0,22.0
89,25410.0,38.0
84,73356.0,1512.0
96,28320.0,43.0
102,23763.0,42.0
81,72570.0,1089.0
101,34529.0,162.0
96,70792.0,1272.0
99,63211.0,1173.0
79,83891.0,816.0
94,36065.0,74.0
95,39898.0,134.0
91,51141.0,157.0
88,56939.0,561.0
80,80872.0,1336.0
102,72335.0,1778.25
86,61798.0,463.0
81,76842.0,1130.0
84,29478.0,22.0
99,46998.0,377.0
93,84130.0,1544.0
81,56551.0,138.0
91,70053.0,1012.0
91,71670.0,1766.0
79,44359.0,45.0
93,40887.0,161.0
85,48877.0,144.0
89,74485.0,1734.0
87,64474.0,823.0
83,77226.0,1138.0
95,72643.0,1429.0
84,84130.0,1371.0
95,55686.0,982.0
82,39062.0,44.0
97,34600.0,318.0
94,40794.0,434.0
87,54690.0,198.0
88,18985.5,359.0
102,32632.0,576.0
88,38236.0,88.0
81,36781.0,63.0
98,31385.0,27.0
95,24570.0,193.0
100,25509.0,101.0
83,84130.0,1778.25
92,58646.0,140.0
95,53201.0,415.0
97,21994.0,22.0
96,57113.0,263.0
91,51373.0,393.0
87,23477.0,147.0
81,58116.0,443.0
85,72968.0,1778.25
94,39791.0,174.0
87,84130.0,1778.25
82,84130.0,1691.0
93,18985.5,25.0
80,84130.0,809.0
101,79205.0,895.0
97,56559.0,484.0
96,32644.0,413.0
85,67506.0,331.0
95,24206.0,25.0
85,28420.0,22.0
101,22979.0,115.0
79,33279.0,22.0
88,46423.0,92.0
87,30368.0,52.0
98,63684.0,1464.0
95,41638.0,441.0
88,68805.0,283.0
83,65814.0,747.0
92,71964.0,1778.25
95,39146.0,165.0
90,84130.0,1778.25
96,34445.0,839.0
102,68281.0,1655.0
94,37284.0,23.0
95,36790.0,66.0
93,27943.0,37.0
82,22263.0,22.0
100,30261.0,22.0
83,28587.0,78.0
94,43815.0,79.0
84,48195.0,265.0
84,77027.0,1175.0
95,71322.0,1305.0
83,32765.0,46.0
95,29672.0,25.0
87,23272.0,46.0
101,49912.0,874.0
102,18985.5,100.0
95,68117.0,930.0
86,67225.0,868.0
86,18985.5,45.0
93,55914.0,1260.0
88,40059.0,414.0
86,60905.0,392.0
100,75330.0,1109.0
92,60689.0,639.0
94,38680.0,79.0
96,61416.0,1665.0
93,49767.0,692.0
100,83273.0,1392.0
86,29009.0,44.0
86,45057.0,50.0
101,37150.0,467.0
86,43020.0,223.0
79,53154.0,158.0
88,65308.0,1211.0
101,76467.0,1575.0
85,81044.0,1208.0
95,32871.0,43.0
88,55801.0,527.0
79,76320.0,932.0
80,36927.0,71.0
79,48794.0,54.0
94,23478.0,129.0
100,71128.0,1615.0
90,70179.0,1034.0
97,59462.0,1088.0
85,38361.0,137.0
87,70038.0,1244.0
97,42554.0,41.0
102,67445.0,1174.0
97,67046.0,993.0
89,42192.0,100.0
99,77610.0,1680.0
82,31761.0,98.0
87,34350.0,48.0
90,54591.0,519.0
85,71866.0,715.0
88,25293.0,37.0
97,42000.0,653.0
91,69520.0,1455.0
83,64713.0,602.0
91,27889.0,26.0
82,22123.0,102.0
101,27803.0,176.0
99,51651.0,433.0
96,68487.0,1366.0
95,56796.0,1001.0
97,84130.0,961.0
82,79823.0,1518.0
88,30828.0,56.0
87,34109.0,22.0
89,53367.0,400.0
87,22390.0,26.0
81,71322.0,350.0
97,79244.0,1216.0
101,49912.0,874.0
92,48699.0,40.0
88,80144.0,1367.0
92,54252.0,264.0
100,81929.0,1778.25
98,76068.0,1376.0
82,53204.0,45.0
80,67911.0,976.0
100,18985.5,51.0
83,78128.0,1264.0
95,18985.5,75.0
99,20425.0,57.0
92,58646.0,140.0
97,72967.0,497.0
92,48150.0,266.0
100,82332.0,1778.25
92,58275.0,615.0
97,44953.0,1021.0
80,34587.0,22.0
87,43018.0,133.0
90,45736.0,437.0
86,66476.0,1013.0
89,27733.0,57.0
84,69805.0,1038.0
94,72217.0,1573.0
99,25818.0,28.0
101,37509.0,123.0
90,25176.0,22.0
101,43586.0,132.0
102,53230.0,732.0
79,50116.0,66.0
88,84130.0,1631.0
90,61286.0,608.0
94,82333.0,1778.25
101,65220.0,1282.0
87,33590.0,22.0
93,30992.0,43.0
95,72309.0,1778.25
89,84130.0,22.0
102,18985.5,103.0
84,65487.0,1169.0
82,58692.0,395.0
88,40590.0,258.0
80,20587.0,25.0
83,62637.0,185.0
102,29435.0,180.0
84,19346.0,22.0
84,35788.0,44.0
96,36997.0,94.0
83,23539.0,81.0
84,65333.0,798.0
86,78499.0,1334.0
82,29732.0,38.0
82,41275.0,61.0
91,63516.0,300.0
87,42769.0,88.0
85,49572.0,54.0
100,69209.0,1778.25
84,18985.5,68.0
88,40590.0,258.0
91,30560.0,31.0
80,32146.0,66.0
81,41713.0,174.0
84,34176.0,28.0
82,58482.0,731.0
84,59686.0,274.0
100,60896.0,1701.0
83,62994.0,312.0
90,47320.0,414.0
92,74859.0,1565.0
87,18985.5,29.0
91,31560.0,94.0
95,72071.0,1338.0
94,84130.0,1092.0
85,84130.0,1479.0
86,41967.0,54.0
83,69263.0,568.0
91,65706.0,1199.0
84,60934.0,873.0
90,71965.0,1213.0
82,65210.0,731.0
97,79174.0,1778.25
97,81380.0,1778.25
99,48432.0,424.0
97,52914.0,575.0
87,38946.0,257.0
87,26067.0,56.0
95,44325.0,542.0
81,42523.0,125.0
92,26487.0,69.0
82,53233.0,40.0
97,67716.0,1016.0
84,76234.0,907.0
80,84117.0,1566.0
84,65487.0,1169.0
82,25224.0,46.0
95,84130.0,1644.0
95,40851.0,59.0
102,27469.0,22.0
99,82347.0,1778.25
102,73803.0,1528.0
94,18985.5,35.0
81,43322.0,141.0
89,55593.0,546.0
91,50501.0,500.0
79,37085.0,61.0
90,18985.5,106.0
98,57731.0,704.0
99,48432.0,424.0
97,73807.0,849.0
95,18985.5,85.0
99,35893.0,199.0
102,61014.0,1147.0
82,32144.0,54.0
98,18985.5,43.0
90,45146.0,53.0
95,41769.0,521.0
84,84130.0,1623.0
81,38054.0,45.0
100,80617.0,1435.0
90,18985.5,32.0
97,36807.0,22.0
94,28427.0,52.0
82,82032.0,1234.0
91,22775.0,22.0
100,40101.0,415.0
86,58025.0,470.0
91,75777.0,1438.0
93,18985.5,53.0
79,33562.0,51.0
84,57642.0,679.0
100,58554.0,586.0
94,63777.0,653.0
95,57967.0,468.0
80,24434.0,50.0
94,18985.5,84.0
101,44802.0,1049.0
101,26816.0,22.0
92,84130.0,62.0
91,34421.0,30.0
91,61223.0,1341.0
79,64014.0,444.0
84,56981.0,1241.0
84,69245.0,843.0
99,52869.0,172.0
